INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00743,ENG,ENGLAND,259584,54836,51716,52102,51219,45956,3755,21,20,20,20,18,1
I00743,RCF,AIREDALE NHS FOUNDATION TRUST,910,150,105,210,240,200,*,16,12,23,26,22,*
I00743,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1645,*,195,310,450,670,10,*,12,19,27,41,1
I00743,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2525,390,520,730,435,310,140,15,21,29,17,12,6
I00743,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1485,605,385,240,165,60,30,41,26,16,11,4,2
I00743,R1H,BARTS HEALTH NHS TRUST,3145,740,1290,495,325,220,75,24,41,16,10,7,2
I00743,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,2825,305,570,555,540,670,190,11,20,20,19,24,7
I00743,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2005,690,530,305,315,160,*,34,26,15,16,8,*
I00743,RMC,BOLTON NHS FOUNDATION TRUST,1480,695,225,170,235,150,*,47,15,11,16,10,*
I00743,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1655,835,410,200,150,50,*,50,25,12,9,3,*
I00743,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1555,10,160,210,445,730,*,1,10,14,29,47,*
I00743,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2155,570,465,430,445,235,10,26,22,20,21,11,0
I00743,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2125,75,195,485,600,755,10,4,9,23,28,36,0
I00743,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1590,130,465,460,310,160,60,8,29,29,19,10,4
I00743,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1750,305,405,350,330,330,30,17,23,20,19,19,2
I00743,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1280,205,155,125,235,295,260,16,12,10,18,23,20
I00743,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2990,965,830,430,390,365,10,32,28,14,13,12,0
I00743,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1055,160,290,245,210,145,*,15,27,23,20,14,*
I00743,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1355,180,295,325,320,230,*,13,22,24,24,17,*
I00743,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2305,780,520,440,400,160,*,34,23,19,17,7,*
I00743,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1100,95,225,355,355,70,0,9,20,32,32,6,0
I00743,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,1780,70,290,450,360,600,10,4,16,25,20,34,1
I00743,RJN,EAST CHESHIRE NHS TRUST,760,35,125,120,185,300,0,5,16,16,24,39,0
I00743,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3195,680,660,805,765,270,10,21,21,25,24,8,0
I00743,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2505,1135,560,285,350,170,*,45,22,11,14,7,*
I00743,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,3805,665,670,1020,765,615,70,17,18,27,20,16,2
I00743,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2420,360,560,645,610,240,*,15,23,27,25,10,*
I00743,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1600,55,215,180,435,705,*,3,13,11,27,44,*
I00743,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,570,10,75,100,100,290,*,2,13,18,18,51,*
I00743,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1255,390,365,200,210,90,*,31,29,16,17,7,*
I00743,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1135,180,330,235,245,135,*,16,29,21,22,12,*
I00743,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2505,235,295,605,590,765,15,9,12,24,24,31,1
I00743,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1705,165,220,330,565,415,*,10,13,19,33,24,*
I00743,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1615,305,585,300,190,185,50,19,36,19,12,11,3
I00743,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2070,25,270,295,600,880,*,1,13,14,29,43,*
I00743,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,940,20,35,185,300,400,*,2,4,20,32,43,*
I00743,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,555,225,265,30,*,10,20,41,48,5,*,2,4
I00743,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,3060,925,605,445,555,525,10,30,20,15,18,17,0
I00743,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2005,430,600,445,335,160,40,21,30,22,17,8,2
I00743,R1F,ISLE OF WIGHT NHS TRUST,890,105,315,240,190,40,*,12,35,27,21,4,*
I00743,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1425,325,400,460,160,70,10,23,28,32,11,5,1
I00743,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1665,230,340,325,385,315,65,14,20,20,23,19,4
I00743,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2685,450,620,425,565,555,65,17,23,16,21,21,2
I00743,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1015,20,105,155,265,465,10,2,10,15,26,46,1
I00743,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2140,425,445,305,520,440,*,20,21,14,24,21,*
I00743,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3590,1285,505,595,685,505,15,36,14,17,19,14,0
I00743,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2180,370,700,495,350,250,15,17,32,23,16,11,1
I00743,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3725,2185,510,325,400,135,170,59,14,9,11,4,5
I00743,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2220,270,620,685,425,205,15,12,28,31,19,9,1
I00743,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2270,135,230,535,550,815,*,6,10,24,24,36,*
I00743,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,4065,1690,835,460,555,480,40,42,21,11,14,12,1
I00743,RPA,MEDWAY NHS FOUNDATION TRUST,1705,410,460,320,295,170,50,24,27,19,17,10,3
I00743,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,5845,605,1140,1210,1365,1390,130,10,20,21,23,24,2
I00743,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1450,265,250,245,310,375,*,18,17,17,21,26,*
I00743,RXF,MID YORKSHIRE TEACHING NHS TRUST,2650,930,600,495,445,160,20,35,23,19,17,6,1
I00743,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1320,145,220,225,435,275,20,11,17,17,33,21,2
I00743,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3290,340,570,1090,770,490,25,10,17,33,23,15,1
I00743,RVJ,NORTH BRISTOL NHS TRUST,2235,260,350,365,535,630,95,12,16,16,24,28,4
I00743,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,1730,325,475,355,325,235,10,19,27,21,19,14,1
I00743,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1205,405,355,180,160,45,55,34,29,15,13,4,5
I00743,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1870,830,340,240,280,185,*,44,18,13,15,10,*
I00743,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2650,355,405,675,635,550,30,13,15,25,24,21,1
I00743,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1705,200,360,280,475,385,*,12,21,16,28,23,*
I00743,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,4235,1755,960,625,600,285,10,41,23,15,14,7,0
I00743,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2315,575,520,455,500,265,*,25,22,20,22,11,*
I00743,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2665,710,610,450,440,455,*,27,23,17,17,17,*
I00743,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3945,1015,675,655,670,920,10,26,17,17,17,23,0
I00743,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3250,165,255,515,885,1400,30,5,8,16,27,43,1
I00743,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,2890,430,495,600,565,780,20,15,17,21,20,27,1
I00743,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1815,55,200,240,335,865,115,3,11,13,18,48,6
I00743,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,1970,265,800,545,270,50,45,13,41,28,14,3,2
I00743,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,3030,165,690,935,720,505,10,5,23,31,24,17,0
I00743,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,2195,190,435,620,575,345,35,9,20,28,26,16,2
I00743,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1225,20,50,165,320,670,*,2,4,13,26,55,*
I00743,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1800,90,210,465,465,565,*,5,12,26,26,31,*
I00743,RNZ,SALISBURY NHS FOUNDATION TRUST,1065,30,120,360,270,285,*,3,11,34,25,27,*
I00743,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,1930,1225,345,215,65,10,65,63,18,11,3,1,3
I00743,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3375,1280,480,655,515,440,10,38,14,19,15,13,0
I00743,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2100,595,565,445,270,215,10,28,27,21,13,10,0
I00743,RH5,SOMERSET NHS FOUNDATION TRUST,2890,265,640,1020,655,305,*,9,22,35,23,11,*
I00743,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2555,870,470,360,510,340,*,34,18,14,20,13,*
I00743,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,3125,1465,775,390,320,150,20,47,25,12,10,5,1
I00743,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,1290,15,95,275,460,440,10,1,7,21,36,34,1
I00743,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1140,220,125,310,245,220,15,19,11,27,21,19,1
I00743,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1595,70,310,410,380,390,30,4,19,26,24,24,2
I00743,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,2270,1065,465,365,210,155,10,47,20,16,9,7,0
I00743,RWJ,STOCKPORT NHS FOUNDATION TRUST,1735,330,355,265,320,465,*,19,20,15,18,27,*
I00743,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1715,20,250,360,460,620,10,1,15,21,27,36,1
I00743,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1360,650,270,240,120,70,*,48,20,18,9,5,*
I00743,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2310,745,450,340,420,355,*,32,19,15,18,15,*
I00743,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,790,50,260,175,135,160,10,6,33,22,17,20,1
I00743,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2555,925,420,375,350,435,45,36,16,15,14,17,2
I00743,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1230,*,300,300,280,335,*,*,24,24,23,27,*
I00743,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1395,220,510,525,100,40,*,16,37,38,7,3,*
I00743,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1345,525,320,205,240,55,*,39,24,15,18,4,*
I00743,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2305,770,485,395,400,215,35,33,21,17,17,9,2
I00743,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2340,250,490,620,525,240,215,11,21,26,22,10,9
I00743,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,1605,265,465,410,285,175,*,17,29,26,18,11,*
I00743,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3090,610,765,660,600,440,15,20,25,21,19,14,0
I00743,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,980,200,300,240,130,95,20,20,31,24,13,10,2
I00743,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2520,305,505,505,560,610,35,12,20,20,22,24,1
I00743,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,6210,2455,1235,1025,695,705,90,40,20,17,11,11,1
I00743,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,2325,475,465,405,600,370,15,20,20,17,26,16,1
I00743,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2655,440,550,650,550,440,20,17,21,24,21,17,1
I00743,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,3240,235,445,760,885,895,20,7,14,23,27,28,1
I00743,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,4040,680,630,940,880,900,15,17,16,23,22,22,0
I00743,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,3830,615,660,695,910,915,45,16,17,18,24,24,1
I00743,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1785,375,255,405,495,240,10,21,14,23,28,13,1
I00743,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,3735,900,760,665,805,550,55,24,20,18,22,15,1
I00743,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,2100,390,600,500,390,215,10,19,29,24,19,10,0
I00743,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,4940,355,705,1375,1270,1160,75,7,14,28,26,23,2
I00743,RBK,WALSALL HEALTHCARE NHS TRUST,1620,670,285,210,220,170,70,41,18,13,14,10,4
I00743,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,1270,415,170,130,295,250,10,33,13,10,23,20,1
I00743,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,1935,25,245,420,415,805,20,1,13,22,21,42,1
I00743,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1390,40,245,515,385,180,20,3,18,37,28,13,1
I00743,RKE,WHITTINGTON HEALTH NHS TRUST,495,105,160,120,70,30,10,21,32,24,14,6,2
I00743,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,1865,575,305,260,285,235,210,31,16,14,15,13,11
I00743,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2730,355,480,710,625,550,10,13,18,26,23,20,0
I00743,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1625,515,400,215,255,235,*,32,25,13,16,14,*
I00743,RLQ,WYE VALLEY NHS TRUST,1160,85,170,385,280,65,175,7,15,33,24,6,15
I00743,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,2745,355,405,585,605,790,10,13,15,21,22,29,0
